CET,AT-day_ahead_Solar,AT-day_ahead_Wind Onshore,BE-day_ahead_Solar,BE-day_ahead_Wind Offshore,BE-day_ahead_Wind Onshore,BG-day_ahead_Solar,BG-day_ahead_Wind Onshore,CZ-day_ahead_Solar,DE_LU-day_ahead_Solar,DE_LU-day_ahead_Wind Offshore,DE_LU-day_ahead_Wind Onshore,DK_1-day_ahead_Solar,DK_1-day_ahead_Wind Offshore,DK_1-day_ahead_Wind Onshore,DK_2-day_ahead_Solar,DK_2-day_ahead_Wind Offshore,DK_2-day_ahead_Wind Onshore,EE-day_ahead_Solar,EE-day_ahead_Wind Onshore,ES-day_ahead_Solar,ES-day_ahead_Wind Onshore,FI-day_ahead_Solar,FI-day_ahead_Wind Onshore,FR-day_ahead_Solar,FR-day_ahead_Wind Offshore,FR-day_ahead_Wind Onshore,GR-day_ahead_Solar,GR-day_ahead_Wind Onshore,HR-day_ahead_Solar,HR-day_ahead_Wind Onshore,HU-day_ahead_Solar,HU-day_ahead_Wind Onshore,IT_CALA-day_ahead_Solar,IT_CALA-day_ahead_Wind Onshore,IT_CNOR-day_ahead_Solar,IT_CNOR-day_ahead_Wind Onshore,IT_CSUD-day_ahead_Solar,IT_CSUD-day_ahead_Wind Onshore,IT_NORD-day_ahead_Solar,IT_NORD-day_ahead_Wind Onshore,IT_SARD-day_ahead_Solar,IT_SARD-day_ahead_Wind Onshore,IT_SICI-day_ahead_Solar,IT_SICI-day_ahead_Wind Onshore,IT_SUD-day_ahead_Solar,IT_SUD-day_ahead_Wind Onshore,LT-day_ahead_Solar,LT-day_ahead_Wind Onshore,LV-day_ahead_Wind Onshore,NL-day_ahead_Solar,NL-day_ahead_Wind Offshore,NL-day_ahead_Wind Onshore,NO_1-day_ahead_Solar,NO_1-day_ahead_Wind Offshore,NO_1-day_ahead_Wind Onshore,NO_2-day_ahead_Solar,NO_2-day_ahead_Wind Offshore,NO_2-day_ahead_Wind Onshore,NO_3-day_ahead_Solar,NO_3-day_ahead_Wind Offshore,NO_3-day_ahead_Wind Onshore,NO_4-day_ahead_Solar,NO_4-day_ahead_Wind Offshore,NO_4-day_ahead_Wind Onshore,NO_5-day_ahead_Solar,NO_5-day_ahead_Wind Offshore,NO_5-day_ahead_Wind Onshore,PL-day_ahead_Solar,PL-day_ahead_Wind Onshore,PT-day_ahead_Solar,PT-day_ahead_Wind Offshore,PT-day_ahead_Wind Onshore,RO-day_ahead_Solar,RO-day_ahead_Wind Onshore,SE_1-day_ahead_Solar,SE_1-day_ahead_Wind Onshore,SE_2-day_ahead_Solar,SE_2-day_ahead_Wind Onshore,SE_3-day_ahead_Solar,SE_3-day_ahead_Wind Onshore,SE_4-day_ahead_Solar,SE_4-day_ahead_Wind Onshore,SI-day_ahead_Solar,SK-day_ahead_Solar,SK-day_ahead_Wind Onshore
2024-01-07 05:15:00+01:00,0.0,2632.0,,,,,,,0.0,3624.0,15447.0,,,,,,,,,0.0,10846.0,0.0,1510.0,,,,,,0.0,617.0,0.0,138.0,,,,,,,,,,,,,,,,,,0.0,527.0,958.0,,,,,,,,,,,,,,,,,,,,,4.0,1513.0,,,,,,,,,,,
2024-01-07 05:30:00+01:00,0.0,2664.0,,,,,,,0.0,3578.0,15490.0,,,,,,,,,0.0,10814.0,0.0,1517.0,,,,,,0.0,617.0,0.0,141.0,,,,,,,,,,,,,,,,,,0.0,534.0,942.0,,,,,,,,,,,,,,,,,,,,,4.0,1514.0,,,,,,,,,,,
2024-01-07 05:45:00+01:00,0.0,2696.0,,,,,,,0.0,3535.0,15533.0,,,,,,,,,0.0,10778.0,0.0,1523.0,,,,,,0.0,617.0,0.0,144.0,,,,,,,,,,,,,,,,,,0.0,541.0,925.0,,,,,,,,,,,,,,,,,,,,,4.0,1514.0,,,,,,,,,,,
2024-01-07 06:00:00+01:00,0.0,2732.0,0.0,1905.0,613.0,0.0,558.0,0.0,0.0,3474.0,15643.0,0.0,417.0,303.0,0.0,528.0,103.0,0.0,14.0,0.0,10751.0,0.0,1527.0,0.0,410.0,6945.0,0.0,3163.0,0.0,592.0,0.0,147.0,0.0,600.0,0.0,42.0,0.0,258.0,0.0,65.0,0.0,780.0,0.0,1366.0,0.0,508.0,0.0,213.0,5.0,0.0,548.0,908.0,0.0,,17.0,0.0,,139.0,0.0,,272.0,0.0,,358.0,0.0,,0.0,0.0,2587.0,0.0,0.0,226.0,4.0,1516.0,0.0,550.0,0.0,534.0,0.0,414.0,0.0,660.0,2.0,0.0,1.0
2024-01-07 06:15:00+01:00,0.0,2764.0,,,,,,,0.0,3420.0,15681.0,,,,,,,,,0.0,10701.0,0.0,1531.0,,,,,,0.0,592.0,0.0,149.0,,,,,,,,,,,,,,,,,,0.0,553.0,889.0,,,,,,,,,,,,,,,,,,,,,4.0,1515.0,,,,,,,,,,,
2024-01-07 06:30:00+01:00,0.0,2792.0,,,,,,,0.0,3372.0,15720.0,,,,,,,,,0.0,10642.0,0.0,1535.0,,,,,,0.0,592.0,0.0,152.0,,,,,,,,,,,,,,,,,,0.0,557.0,869.0,,,,,,,,,,,,,,,,,,,,,4.0,1514.0,,,,,,,,,,,
2024-01-07 06:45:00+01:00,0.0,2824.0,,,,,,,0.0,3320.0,15748.0,,,,,,,,,0.0,10579.0,0.0,1534.0,,,,,,0.0,592.0,0.0,154.0,,,,,,,,,,,,,,,,,,0.0,561.0,854.0,,,,,,,,,,,,,,,,,,,,,4.0,1513.0,,,,,,,,,,,
2024-01-07 07:00:00+01:00,0.0,2848.0,0.0,1854.0,670.0,25.0,582.0,0.0,0.0,3268.0,15740.0,0.0,402.0,281.0,0.0,502.0,94.0,0.0,12.0,0.0,10504.0,0.0,1522.0,0.0,405.0,7068.0,218.0,3128.0,2.0,575.0,3.0,158.0,7.0,621.0,2.0,43.0,3.0,321.0,2.0,65.0,0.0,771.0,30.0,1350.0,13.0,583.0,0.0,213.0,6.0,0.0,565.0,835.0,0.0,,17.0,0.0,,142.0,0.0,,293.0,0.0,,436.0,0.0,,0.0,0.0,2556.0,0.0,0.0,244.0,16.0,1553.0,0.0,600.0,0.0,573.0,0.0,406.0,0.0,661.0,2.0,0.0,1.0
2024-01-07 07:15:00+01:00,0.0,2864.0,,,,,,,0.0,3209.0,15691.0,,,,,,,,,0.0,10448.0,0.0,1524.0,,,,,,2.0,575.0,9.0,162.0,,,,,,,,,,,,,,,,,,0.0,563.0,808.0,,,,,,,,,,,,,,,,,,,,,17.0,1553.0,,,,,,,,,,,
2024-01-07 07:30:00+01:00,0.0,2876.0,,,,,,,0.0,3151.0,15659.0,,,,,,,,,0.0,10401.0,0.0,1535.0,,,,,,2.0,575.0,18.0,167.0,,,,,,,,,,,,,,,,,,0.0,555.0,771.0,,,,,,,,,,,,,,,,,,,,,19.0,1554.0,,,,,,,,,,,
2024-01-07 07:45:00+01:00,40.0,2884.0,,,,,,,0.0,3094.0,15633.0,,,,,,,,,0.0,10363.0,0.0,1554.0,,,,,,2.0,575.0,27.0,172.0,,,,,,,,,,,,,,,,,,0.0,547.0,733.0,,,,,,,,,,,,,,,,,,,,,21.0,1555.0,,,,,,,,,,,
2024-01-07 08:00:00+01:00,76.0,2912.0,2.0,1758.0,727.0,267.0,593.0,12.0,19.0,3045.0,15605.0,1.0,386.0,324.0,2.0,489.0,106.0,1.0,9.0,3.0,10327.0,0.0,1590.0,0.0,416.0,7189.0,690.0,3092.0,6.0,548.0,36.0,176.0,56.0,643.0,12.0,45.0,35.0,420.0,17.0,65.0,36.0,759.0,199.0,1331.0,138.0,729.0,3.0,209.0,7.0,0.0,538.0,695.0,0.0,,17.0,0.0,,142.0,0.0,,308.0,0.0,,504.0,0.0,,0.0,577.0,2515.0,0.0,0.0,265.0,62.0,1615.0,0.0,649.0,0.0,618.0,0.0,394.0,0.0,661.0,8.0,5.0,1.0
2024-01-07 08:15:00+01:00,84.0,2928.0,,,,,,,163.0,2998.0,15561.0,,,,,,,,,62.0,10295.0,0.0,1612.0,,,,,,6.0,548.0,44.0,180.0,,,,,,,,,,,,,,,,,,0.0,526.0,664.0,,,,,,,,,,,,,,,,,,,,,65.0,1616.0,,,,,,,,,,,
2024-01-07 08:30:00+01:00,96.0,2944.0,,,,,,,329.0,2946.0,15518.0,,,,,,,,,201.0,10261.0,0.0,1629.0,,,,,,6.0,548.0,53.0,183.0,,,,,,,,,,,,,,,,,,0.0,510.0,642.0,,,,,,,,,,,,,,,,,,,,,68.0,1618.0,,,,,,,,,,,
2024-01-07 08:45:00+01:00,108.0,2960.0,,,,,,,570.0,2901.0,15463.0,,,,,,,,,414.0,10229.0,5.0,1641.0,,,,,,6.0,548.0,64.0,187.0,,,,,,,,,,,,,,,,,,0.0,494.0,620.0,,,,,,,,,,,,,,,,,,,,,72.0,1620.0,,,,,,,,,,,
2024-01-07 09:00:00+01:00,128.0,2980.0,68.0,1649.0,771.0,696.0,574.0,63.0,911.0,2852.0,15426.0,15.0,377.0,337.0,27.0,483.0,112.0,4.0,7.0,1635.0,10185.0,14.0,1641.0,309.0,421.0,7309.0,1127.0,3080.0,11.0,529.0,78.0,191.0,125.0,663.0,40.0,46.0,109.0,504.0,71.0,65.0,113.0,753.0,409.0,1324.0,344.0,903.0,98.0,204.0,7.0,1.0,477.0,600.0,0.0,,18.0,0.0,,139.0,0.0,,335.0,0.0,,551.0,0.0,,0.0,1136.0,2465.0,205.0,0.0,278.0,118.0,1716.0,0.0,770.0,0.0,690.0,2.0,376.0,7.0,636.0,24.0,20.0,1.0
2024-01-07 09:15:00+01:00,148.0,2996.0,,,,,,,1337.0,2803.0,15311.0,,,,,,,,,2480.0,10165.0,20.0,1655.0,,,,,,11.0,529.0,96.0,194.0,,,,,,,,,,,,,,,,,,59.0,459.0,582.0,,,,,,,,,,,,,,,,,,,,,122.0,1717.0,,,,,,,,,,,
2024-01-07 09:30:00+01:00,168.0,3016.0,,,,,,,1806.0,2755.0,15209.0,,,,,,,,,3481.0,10155.0,24.0,1676.0,,,,,,11.0,529.0,117.0,198.0,,,,,,,,,,,,,,,,,,119.0,440.0,566.0,,,,,,,,,,,,,,,,,,,,,126.0,1718.0,,,,,,,,,,,
2024-01-07 09:45:00+01:00,188.0,3036.0,,,,,,,2308.0,2710.0,15130.0,,,,,,,,,4552.0,10153.0,32.0,1705.0,,,,,,11.0,529.0,137.0,201.0,,,,,,,,,,,,,,,,,,178.0,420.0,551.0,,,,,,,,,,,,,,,,,,,,,130.0,1719.0,,,,,,,,,,,
2024-01-07 10:00:00+01:00,212.0,3052.0,199.0,1648.0,808.0,902.0,553.0,143.0,2775.0,2668.0,15070.0,51.0,369.0,343.0,74.0,485.0,118.0,8.0,6.0,6618.0,10154.0,42.0,1749.0,1832.0,428.0,7429.0,1389.0,3090.0,17.0,525.0,155.0,205.0,162.0,672.0,80.0,47.0,195.0,601.0,159.0,66.0,181.0,749.0,511.0,1332.0,475.0,1173.0,157.0,207.0,8.0,235.0,400.0,535.0,0.0,,18.0,0.0,,131.0,0.0,,368.0,0.0,,575.0,0.0,,0.0,1474.0,2434.0,702.0,0.0,261.0,174.0,1788.0,0.0,995.0,0.0,806.0,10.0,338.0,23.0,585.0,39.0,25.0,1.0
2024-01-07 10:15:00+01:00,236.0,3056.0,,,,,,,3289.0,2640.0,14961.0,,,,,,,,,7695.0,10157.0,48.0,1779.0,,,,,,17.0,525.0,173.0,209.0,,,,,,,,,,,,,,,,,,545.0,380.0,522.0,,,,,,,,,,,,,,,,,,,,,177.0,1790.0,,,,,,,,,,,
2024-01-07 10:30:00+01:00,260.0,3064.0,,,,,,,3776.0,2612.0,14867.0,,,,,,,,,8522.0,10159.0,52.0,1802.0,,,,,,17.0,525.0,190.0,214.0,,,,,,,,,,,,,,,,,,858.0,360.0,512.0,,,,,,,,,,,,,,,,,,,,,179.0,1791.0,,,,,,,,,,,
2024-01-07 10:45:00+01:00,284.0,3068.0,,,,,,,4225.0,2581.0,14791.0,,,,,,,,,9122.0,10161.0,55.0,1821.0,,,,,,17.0,525.0,206.0,218.0,,,,,,,,,,,,,,,,,,1171.0,340.0,501.0,,,,,,,,,,,,,,,,,,,,,180.0,1792.0,,,,,,,,,,,
2024-01-07 11:00:00+01:00,304.0,3076.0,332.0,1682.0,821.0,988.0,567.0,217.0,4622.0,2555.0,14775.0,87.0,357.0,339.0,109.0,509.0,120.0,8.0,6.0,9866.0,10154.0,58.0,1830.0,3544.0,415.0,8002.0,1447.0,3113.0,19.0,530.0,219.0,222.0,173.0,677.0,102.0,47.0,247.0,713.0,230.0,66.0,217.0,738.0,559.0,1336.0,490.0,1526.0,177.0,213.0,8.0,1483.0,320.0,490.0,0.0,,20.0,0.0,,119.0,0.0,,404.0,0.0,,592.0,0.0,,0.0,1805.0,2464.0,1163.0,0.0,206.0,199.0,1889.0,0.0,1214.0,1.0,953.0,18.0,291.0,37.0,539.0,46.0,30.0,1.0
2024-01-07 11:15:00+01:00,320.0,3084.0,,,,,,,4966.0,2537.0,14833.0,,,,,,,,,10183.0,10164.0,58.0,1848.0,,,,,,19.0,530.0,232.0,226.0,,,,,,,,,,,,,,,,,,1570.0,305.0,477.0,,,,,,,,,,,,,,,,,,,,,200.0,1890.0,,,,,,,,,,,
2024-01-07 11:30:00+01:00,336.0,3088.0,,,,,,,5246.0,2519.0,14887.0,,,,,,,,,10418.0,10180.0,58.0,1872.0,,,,,,19.0,530.0,243.0,230.0,,,,,,,,,,,,,,,,,,1658.0,293.0,469.0,,,,,,,,,,,,,,,,,,,,,200.0,1891.0,,,,,,,,,,,
2024-01-07 11:45:00+01:00,348.0,3096.0,,,,,,,5448.0,2505.0,14938.0,,,,,,,,,10591.0,10202.0,55.0,1894.0,,,,,,19.0,530.0,251.0,234.0,,,,,,,,,,,,,,,,,,1745.0,282.0,457.0,,,,,,,,,,,,,,,,,,,,,200.0,1893.0,,,,,,,,,,,
2024-01-07 12:00:00+01:00,352.0,3100.0,441.0,1659.0,819.0,928.0,524.0,224.0,5571.0,2496.0,14986.0,101.0,348.0,307.0,122.0,524.0,126.0,6.0,6.0,10784.0,10224.0,51.0,1912.0,4534.0,387.0,8574.0,1354.0,3107.0,18.0,546.0,253.0,238.0,178.0,677.0,99.0,47.0,242.0,791.0,249.0,65.0,224.0,727.0,575.0,1336.0,432.0,1806.0,153.0,231.0,9.0,1833.0,271.0,446.0,0.0,,21.0,0.0,,104.0,0.0,,479.0,0.0,,618.0,0.0,,0.0,1751.0,2578.0,1472.0,0.0,161.0,194.0,1971.0,0.0,1468.0,1.0,1119.0,20.0,262.0,39.0,526.0,44.0,25.0,1.0
2024-01-07 12:15:00+01:00,356.0,3100.0,,,,,,,5616.0,2496.0,15062.0,,,,,,,,,10884.0,10254.0,47.0,1942.0,,,,,,18.0,546.0,253.0,241.0,,,,,,,,,,,,,,,,,,1873.0,261.0,433.0,,,,,,,,,,,,,,,,,,,,,193.0,1971.0,,,,,,,,,,,
2024-01-07 12:30:00+01:00,352.0,3104.0,,,,,,,5605.0,2500.0,15143.0,,,,,,,,,10967.0,10285.0,42.0,1981.0,,,,,,18.0,546.0,249.0,244.0,,,,,,,,,,,,,,,,,,1914.0,254.0,423.0,,,,,,,,,,,,,,,,,,,,,192.0,1971.0,,,,,,,,,,,
2024-01-07 12:45:00+01:00,344.0,3108.0,,,,,,,5534.0,2501.0,15233.0,,,,,,,,,11032.0,10318.0,35.0,2024.0,,,,,,18.0,546.0,240.0,248.0,,,,,,,,,,,,,,,,,,1951.0,246.0,410.0,,,,,,,,,,,,,,,,,,,,,189.0,1972.0,,,,,,,,,,,
2024-01-07 13:00:00+01:00,332.0,3116.0,545.0,1632.0,835.0,717.0,543.0,165.0,5411.0,2508.0,15387.0,85.0,351.0,302.0,100.0,536.0,133.0,3.0,5.0,11125.0,10348.0,25.0,2071.0,4671.0,382.0,9146.0,1131.0,3089.0,15.0,569.0,226.0,250.0,175.0,679.0,81.0,47.0,204.0,847.0,224.0,66.0,204.0,709.0,548.0,1329.0,348.0,1954.0,99.0,255.0,10.0,1990.0,239.0,398.0,0.0,,23.0,0.0,,88.0,0.0,,599.0,0.0,,649.0,0.0,,0.0,1451.0,2717.0,1617.0,0.0,139.0,174.0,1934.0,0.0,1769.0,0.0,1280.0,14.0,267.0,30.0,542.0,38.0,20.0,1.0
2024-01-07 13:15:00+01:00,320.0,3124.0,,,,,,,5194.0,2517.0,15573.0,,,,,,,,,11151.0,10387.0,17.0,2127.0,,,,,,15.0,569.0,205.0,253.0,,,,,,,,,,,,,,,,,,2014.0,232.0,390.0,,,,,,,,,,,,,,,,,,,,,171.0,1932.0,,,,,,,,,,,
2024-01-07 13:30:00+01:00,300.0,3128.0,,,,,,,4899.0,2524.0,15743.0,,,,,,,,,11154.0,10430.0,14.0,2190.0,,,,,,15.0,569.0,180.0,256.0,,,,,,,,,,,,,,,,,,2039.0,227.0,387.0,,,,,,,,,,,,,,,,,,,,,167.0,1930.0,,,,,,,,,,,
2024-01-07 13:45:00+01:00,280.0,3132.0,,,,,,,4536.0,2537.0,15917.0,,,,,,,,,11135.0,10475.0,9.0,2264.0,,,,,,15.0,569.0,154.0,258.0,,,,,,,,,,,,,,,,,,2064.0,222.0,383.0,,,,,,,,,,,,,,,,,,,,,162.0,1928.0,,,,,,,,,,,
2024-01-07 14:00:00+01:00,260.0,3136.0,566.0,1623.0,887.0,334.0,519.0,111.0,4114.0,2549.0,16047.0,50.0,380.0,336.0,53.0,550.0,141.0,1.0,5.0,11143.0,10527.0,4.0,2350.0,4028.0,397.0,9232.0,755.0,3071.0,11.0,608.0,130.0,261.0,149.0,683.0,52.0,48.0,144.0,890.0,152.0,66.0,164.0,688.0,471.0,1320.0,239.0,2006.0,4.0,290.0,11.0,2087.0,217.0,381.0,0.0,,23.0,0.0,,79.0,0.0,,715.0,0.0,,674.0,0.0,,0.0,894.0,2874.0,1610.0,0.0,125.0,91.0,1738.0,0.0,1930.0,0.0,1422.0,6.0,303.0,13.0,581.0,24.0,5.0,1.0
2024-01-07 14:15:00+01:00,240.0,3140.0,,,,,,,3624.0,2591.0,16138.0,,,,,,,,,11090.0,10570.0,0.0,2434.0,,,,,,11.0,608.0,104.0,263.0,,,,,,,,,,,,,,,,,,2022.0,212.0,376.0,,,,,,,,,,,,,,,,,,,,,87.0,1735.0,,,,,,,,,,,
2024-01-07 14:30:00+01:00,220.0,3144.0,,,,,,,3061.0,2632.0,16222.0,,,,,,,,,11017.0,10608.0,0.0,2516.0,,,,,,11.0,608.0,78.0,265.0,,,,,,,,,,,,,,,,,,1952.0,208.0,370.0,,,,,,,,,,,,,,,,,,,,,83.0,1731.0,,,,,,,,,,,
2024-01-07 14:45:00+01:00,196.0,3148.0,,,,,,,2506.0,2675.0,16285.0,,,,,,,,,10899.0,10639.0,0.0,2607.0,,,,,,11.0,608.0,56.0,267.0,,,,,,,,,,,,,,,,,,1887.0,203.0,362.0,,,,,,,,,,,,,,,,,,,,,79.0,1728.0,,,,,,,,,,,
2024-01-07 15:00:00+01:00,172.0,3152.0,322.0,1692.0,979.0,42.0,468.0,45.0,1971.0,2724.0,16336.0,12.0,423.0,350.0,9.0,569.0,147.0,0.0,5.0,10978.0,10686.0,0.0,2709.0,2797.0,421.0,9319.0,290.0,3054.0,6.0,641.0,41.0,269.0,82.0,683.0,20.0,49.0,66.0,914.0,66.0,65.0,99.0,666.0,279.0,1302.0,101.0,2004.0,1.0,330.0,11.0,1820.0,199.0,355.0,0.0,,28.0,0.0,,75.0,0.0,,844.0,0.0,,691.0,0.0,,0.0,143.0,3008.0,1429.0,0.0,115.0,23.0,1541.0,0.0,2027.0,0.0,1567.0,1.0,356.0,3.0,641.0,10.0,0.0,1.0
2024-01-07 15:15:00+01:00,152.0,3156.0,,,,,,,1471.0,2789.0,16359.0,,,,,,,,,10659.0,10693.0,0.0,2800.0,,,,,,6.0,641.0,32.0,270.0,,,,,,,,,,,,,,,,,,1705.0,197.0,347.0,,,,,,,,,,,,,,,,,,,,,20.0,1540.0,,,,,,,,,,,
2024-01-07 15:30:00+01:00,136.0,3160.0,,,,,,,988.0,2857.0,16395.0,,,,,,,,,10194.0,10683.0,0.0,2884.0,,,,,,6.0,641.0,27.0,271.0,,,,,,,,,,,,,,,,,,1590.0,199.0,332.0,,,,,,,,,,,,,,,,,,,,,18.0,1538.0,,,,,,,,,,,
2024-01-07 15:45:00+01:00,120.0,3164.0,,,,,,,572.0,2927.0,16445.0,,,,,,,,,9561.0,10664.0,0.0,2967.0,,,,,,6.0,641.0,23.0,273.0,,,,,,,,,,,,,,,,,,1477.0,200.0,323.0,,,,,,,,,,,,,,,,,,,,,17.0,1536.0,,,,,,,,,,,
2024-01-07 16:00:00+01:00,116.0,3164.0,69.0,1813.0,1109.0,0.0,442.0,9.0,292.0,3004.0,16494.0,1.0,468.0,406.0,0.0,606.0,161.0,0.0,5.0,9351.0,10630.0,0.0,3047.0,1122.0,402.0,9405.0,22.0,3035.0,2.0,681.0,17.0,274.0,17.0,682.0,3.0,50.0,11.0,913.0,12.0,65.0,28.0,644.0,78.0,1286.0,13.0,1990.0,0.0,371.0,10.0,1363.0,201.0,310.0,0.0,,34.0,0.0,,70.0,0.0,,980.0,0.0,,728.0,0.0,,0.0,0.0,3123.0,1024.0,0.0,114.0,3.0,1389.0,0.0,2091.0,0.0,1759.0,0.0,413.0,0.0,705.0,4.0,0.0,1.0
2024-01-07 16:15:00+01:00,28.0,3164.0,,,,,,,119.0,3079.0,16586.0,,,,,,,,,8243.0,10609.0,0.0,3124.0,,,,,,2.0,681.0,11.0,275.0,,,,,,,,,,,,,,,,,,1043.0,204.0,300.0,,,,,,,,,,,,,,,,,,,,,3.0,1387.0,,,,,,,,,,,
2024-01-07 16:30:00+01:00,4.0,3164.0,,,,,,,61.0,3155.0,16683.0,,,,,,,,,6916.0,10598.0,0.0,3200.0,,,,,,2.0,681.0,6.0,276.0,,,,,,,,,,,,,,,,,,720.0,207.0,295.0,,,,,,,,,,,,,,,,,,,,,3.0,1386.0,,,,,,,,,,,
2024-01-07 16:45:00+01:00,0.0,3164.0,,,,,,,45.0,3235.0,16780.0,,,,,,,,,5478.0,10597.0,0.0,3273.0,,,,,,2.0,681.0,2.0,277.0,,,,,,,,,,,,,,,,,,400.0,211.0,290.0,,,,,,,,,,,,,,,,,,,,,3.0,1385.0,,,,,,,,,,,
2024-01-07 17:00:00+01:00,0.0,3164.0,0.0,1841.0,1242.0,0.0,432.0,0.0,0.0,3314.0,16874.0,0.0,509.0,467.0,0.0,649.0,183.0,0.0,5.0,4284.0,10581.0,0.0,3347.0,81.0,443.0,9509.0,0.0,3017.0,1.0,707.0,0.0,278.0,0.0,683.0,0.0,51.0,0.0,877.0,0.0,65.0,0.0,618.0,6.0,1278.0,0.0,1896.0,0.0,392.0,9.0,79.0,214.0,287.0,0.0,,37.0,0.0,,64.0,0.0,,1110.0,0.0,,762.0,0.0,,0.0,0.0,3153.0,415.0,0.0,121.0,4.0,1254.0,0.0,2119.0,0.0,1982.0,0.0,447.0,0.0,745.0,1.0,0.0,1.0
2024-01-07 17:15:00+01:00,0.0,3164.0,,,,,,,0.0,3369.0,16973.0,,,,,,,,,2963.0,10606.0,0.0,3415.0,,,,,,1.0,707.0,0.0,278.0,,,,,,,,,,,,,,,,,,56.0,216.0,282.0,,,,,,,,,,,,,,,,,,,,,4.0,1252.0,,,,,,,,,,,
2024-01-07 17:30:00+01:00,0.0,3164.0,,,,,,,0.0,3427.0,17074.0,,,,,,,,,1920.0,10644.0,0.0,3478.0,,,,,,1.0,707.0,0.0,278.0,,,,,,,,,,,,,,,,,,39.0,215.0,277.0,,,,,,,,,,,,,,,,,,,,,4.0,1250.0,,,,,,,,,,,
2024-01-07 17:45:00+01:00,0.0,3168.0,,,,,,,0.0,3479.0,17171.0,,,,,,,,,1149.0,10696.0,0.0,3538.0,,,,,,1.0,707.0,0.0,278.0,,,,,,,,,,,,,,,,,,18.0,215.0,271.0,,,,,,,,,,,,,,,,,,,,,4.0,1248.0,,,,,,,,,,,
2024-01-07 18:00:00+01:00,0.0,3168.0,0.0,1801.0,1317.0,0.0,426.0,0.0,0.0,3536.0,17259.0,0.0,530.0,445.0,0.0,683.0,189.0,0.0,5.0,459.0,10742.0,0.0,3592.0,0.0,476.0,9615.0,0.0,2986.0,1.0,729.0,0.0,278.0,0.0,682.0,0.0,52.0,0.0,812.0,0.0,65.0,0.0,587.0,0.0,1271.0,0.0,1731.0,0.0,403.0,8.0,0.0,214.0,266.0,0.0,,38.0,0.0,,59.0,0.0,,1196.0,0.0,,767.0,0.0,,0.0,0.0,3115.0,17.0,0.0,136.0,4.0,1125.0,0.0,2175.0,0.0,2195.0,0.0,473.0,0.0,779.0,1.0,0.0,1.0
2024-01-07 18:15:00+01:00,0.0,3168.0,,,,,,,0.0,3564.0,17282.0,,,,,,,,,251.0,10816.0,0.0,3645.0,,,,,,1.0,729.0,0.0,278.0,,,,,,,,,,,,,,,,,,0.0,210.0,260.0,,,,,,,,,,,,,,,,,,,,,4.0,1123.0,,,,,,,,,,,
2024-01-07 18:30:00+01:00,0.0,3164.0,,,,,,,0.0,3597.0,17302.0,,,,,,,,,163.0,10900.0,0.0,3696.0,,,,,,1.0,729.0,0.0,278.0,,,,,,,,,,,,,,,,,,0.0,203.0,254.0,,,,,,,,,,,,,,,,,,,,,4.0,1122.0,,,,,,,,,,,
2024-01-07 18:45:00+01:00,0.0,3164.0,,,,,,,0.0,3625.0,17326.0,,,,,,,,,124.0,10986.0,0.0,3746.0,,,,,,1.0,729.0,0.0,278.0,,,,,,,,,,,,,,,,,,0.0,195.0,245.0,,,,,,,,,,,,,,,,,,,,,4.0,1120.0,,,,,,,,,,,
2024-01-07 19:00:00+01:00,0.0,3164.0,0.0,1754.0,1320.0,0.0,403.0,0.0,0.0,3650.0,17346.0,0.0,537.0,464.0,0.0,697.0,203.0,0.0,5.0,99.0,11093.0,0.0,3796.0,0.0,481.0,9720.0,0.0,2964.0,0.0,744.0,0.0,278.0,0.0,677.0,0.0,51.0,0.0,756.0,0.0,65.0,0.0,556.0,0.0,1275.0,0.0,1558.0,0.0,399.0,7.0,0.0,188.0,238.0,0.0,,39.0,0.0,,62.0,0.0,,1239.0,0.0,,730.0,0.0,,0.0,0.0,3067.0,0.0,0.0,155.0,4.0,1029.0,0.0,2200.0,0.0,2405.0,0.0,488.0,0.0,797.0,2.0,0.0,1.0
2024-01-07 19:15:00+01:00,0.0,3164.0,,,,,,,0.0,3662.0,17284.0,,,,,,,,,90.0,11165.0,0.0,3839.0,,,,,,0.0,744.0,0.0,278.0,,,,,,,,,,,,,,,,,,0.0,185.0,235.0,,,,,,,,,,,,,,,,,,,,,4.0,1027.0,,,,,,,,,,,
2024-01-07 19:30:00+01:00,0.0,3160.0,,,,,,,0.0,3671.0,17250.0,,,,,,,,,85.0,11221.0,0.0,3876.0,,,,,,0.0,744.0,0.0,278.0,,,,,,,,,,,,,,,,,,0.0,187.0,233.0,,,,,,,,,,,,,,,,,,,,,4.0,1025.0,,,,,,,,,,,
2024-01-07 19:45:00+01:00,0.0,3160.0,,,,,,,0.0,3681.0,17281.0,,,,,,,,,80.0,11263.0,0.0,3906.0,,,,,,0.0,744.0,0.0,278.0,,,,,,,,,,,,,,,,,,0.0,189.0,233.0,,,,,,,,,,,,,,,,,,,,,4.0,1024.0,,,,,,,,,,,
