CET,AT-day_ahead_Solar,AT-day_ahead_Wind Onshore,BE-day_ahead_Solar,BE-day_ahead_Wind Offshore,BE-day_ahead_Wind Onshore,BG-day_ahead_Solar,BG-day_ahead_Wind Onshore,CZ-day_ahead_Solar,DE_LU-day_ahead_Solar,DE_LU-day_ahead_Wind Offshore,DE_LU-day_ahead_Wind Onshore,DK_1-day_ahead_Solar,DK_1-day_ahead_Wind Offshore,DK_1-day_ahead_Wind Onshore,DK_2-day_ahead_Solar,DK_2-day_ahead_Wind Offshore,DK_2-day_ahead_Wind Onshore,EE-day_ahead_Solar,EE-day_ahead_Wind Onshore,ES-day_ahead_Solar,ES-day_ahead_Wind Onshore,FI-day_ahead_Solar,FI-day_ahead_Wind Onshore,FR-day_ahead_Solar,FR-day_ahead_Wind Onshore,GR-day_ahead_Solar,GR-day_ahead_Wind Onshore,HR-day_ahead_Solar,HR-day_ahead_Wind Onshore,HU-day_ahead_Solar,HU-day_ahead_Wind Onshore,IT_CALA-day_ahead_Solar,IT_CALA-day_ahead_Wind Onshore,IT_CNOR-day_ahead_Solar,IT_CNOR-day_ahead_Wind Onshore,IT_CSUD-day_ahead_Solar,IT_CSUD-day_ahead_Wind Onshore,IT_NORD-day_ahead_Solar,IT_NORD-day_ahead_Wind Onshore,IT_SARD-day_ahead_Solar,IT_SARD-day_ahead_Wind Onshore,IT_SICI-day_ahead_Solar,IT_SICI-day_ahead_Wind Onshore,IT_SUD-day_ahead_Solar,IT_SUD-day_ahead_Wind Onshore,LT-day_ahead_Solar,LT-day_ahead_Wind Onshore,LV-day_ahead_Wind Onshore,NL-day_ahead_Solar,NL-day_ahead_Wind Offshore,NL-day_ahead_Wind Onshore,NO_1-day_ahead_Solar,NO_1-day_ahead_Wind Offshore,NO_1-day_ahead_Wind Onshore,NO_2-day_ahead_Solar,NO_2-day_ahead_Wind Offshore,NO_2-day_ahead_Wind Onshore,NO_3-day_ahead_Solar,NO_3-day_ahead_Wind Offshore,NO_3-day_ahead_Wind Onshore,NO_4-day_ahead_Solar,NO_4-day_ahead_Wind Offshore,NO_4-day_ahead_Wind Onshore,NO_5-day_ahead_Solar,NO_5-day_ahead_Wind Offshore,NO_5-day_ahead_Wind Onshore,PL-day_ahead_Solar,PL-day_ahead_Wind Onshore,PT-day_ahead_Solar,PT-day_ahead_Wind Offshore,PT-day_ahead_Wind Onshore,RO-day_ahead_Solar,RO-day_ahead_Wind Onshore,SE_1-day_ahead_Solar,SE_1-day_ahead_Wind Onshore,SE_2-day_ahead_Solar,SE_2-day_ahead_Wind Onshore,SE_3-day_ahead_Solar,SE_3-day_ahead_Wind Onshore,SE_4-day_ahead_Solar,SE_4-day_ahead_Wind Onshore,SI-day_ahead_Solar,SK-day_ahead_Solar,SK-day_ahead_Wind Onshore
2022-10-07 08:15:00+02:00,60.0,236.0,,,,,,,3515.0,5314.0,12722.0,,,,,,,,,470.0,2799.0,,,,,,,,,540.0,18.0,,,,,,,,,,,,,,,,,,111.0,1364.0,3016.0,,,,,,,,,,,,,,,,,,,,,335.0,656.0,,,,,,,,,,,
2022-10-07 08:30:00+02:00,84.0,236.0,,,,,,,5122.0,5326.0,12670.0,,,,,,,,,782.0,2748.0,,,,,,,,,674.0,18.0,,,,,,,,,,,,,,,,,,221.0,1358.0,2962.0,,,,,,,,,,,,,,,,,,,,,349.0,655.0,,,,,,,,,,,
2022-10-07 08:45:00+02:00,112.0,236.0,,,,,,,6849.0,5341.0,12557.0,,,,,,,,,1195.0,2695.0,,,,,,,,,804.0,18.0,,,,,,,,,,,,,,,,,,331.0,1351.0,2907.0,,,,,,,,,,,,,,,,,,,,,361.0,655.0,,,,,,,,,,,
2022-10-07 09:00:00+02:00,140.0,236.0,1370.0,1835.0,618.0,596.0,198.0,492.0,8687.0,5353.0,12297.0,102.0,1097.0,2389.0,123.0,258.0,361.0,79.0,195.0,2288.0,2650.0,113.0,2663.0,657.0,1484.0,1945.0,2768.0,26.0,239.0,923.0,17.0,101.0,94.0,415.0,16.0,782.0,69.0,1036.0,5.0,386.0,4.0,502.0,0.0,901.0,306.0,42.0,343.0,70.0,440.0,1344.0,2852.0,0.0,,304.0,0.0,,1269.0,0.0,,1257.0,0.0,,532.0,0.0,,0.0,3292.0,1638.0,194.0,0.0,845.0,523.0,540.0,0.0,1462.0,3.0,3063.0,18.0,2591.0,43.0,1396.0,95.0,241.0,1.0
2022-10-07 09:15:00+02:00,172.0,232.0,,,,,,,10642.0,5477.0,11923.0,,,,,,,,,3046.0,2587.0,,,,,,,,,1037.0,15.0,,,,,,,,,,,,,,,,,,951.0,1337.0,2799.0,,,,,,,,,,,,,,,,,,,,,535.0,540.0,,,,,,,,,,,
2022-10-07 09:30:00+02:00,204.0,228.0,,,,,,,12644.0,5480.0,11535.0,,,,,,,,,3849.0,2519.0,,,,,,,,,1144.0,14.0,,,,,,,,,,,,,,,,,,1460.0,1329.0,2742.0,,,,,,,,,,,,,,,,,,,,,545.0,540.0,,,,,,,,,,,
2022-10-07 09:45:00+02:00,240.0,228.0,,,,,,,14671.0,5486.0,11115.0,,,,,,,,,4661.0,2450.0,,,,,,,,,1242.0,13.0,,,,,,,,,,,,,,,,,,1968.0,1322.0,2688.0,,,,,,,,,,,,,,,,,,,,,555.0,540.0,,,,,,,,,,,
2022-10-07 10:00:00+02:00,276.0,240.0,2466.0,1870.0,442.0,753.0,166.0,778.0,16602.0,5486.0,10682.0,181.0,1068.0,2573.0,191.0,248.0,403.0,102.0,194.0,5930.0,2365.0,145.0,2666.0,2859.0,1342.0,2425.0,2746.0,37.0,191.0,1329.0,12.0,123.0,73.0,601.0,8.0,1145.0,39.0,1855.0,3.0,528.0,1.0,610.0,0.0,1286.0,215.0,65.0,340.0,73.0,2480.0,1314.0,2632.0,0.0,,307.0,0.0,,1257.0,0.0,,1226.0,0.0,,530.0,0.0,,0.0,4316.0,1163.0,548.0,0.0,739.0,657.0,525.0,1.0,1277.0,5.0,2867.0,31.0,2688.0,76.0,1471.0,131.0,285.0,1.0
2022-10-07 10:15:00+02:00,316.0,268.0,,,,,,,18477.0,5482.0,10300.0,,,,,,,,,6725.0,2313.0,,,,,,,,,1407.0,12.0,,,,,,,,,,,,,,,,,,2781.0,1304.0,2578.0,,,,,,,,,,,,,,,,,,,,,664.0,526.0,,,,,,,,,,,
2022-10-07 10:30:00+02:00,348.0,296.0,,,,,,,20211.0,5480.0,9910.0,,,,,,,,,7426.0,2276.0,,,,,,,,,1475.0,13.0,,,,,,,,,,,,,,,,,,3084.0,1294.0,2528.0,,,,,,,,,,,,,,,,,,,,,670.0,526.0,,,,,,,,,,,
2022-10-07 10:45:00+02:00,380.0,324.0,,,,,,,21710.0,5474.0,9529.0,,,,,,,,,8028.0,2253.0,,,,,,,,,1531.0,13.0,,,,,,,,,,,,,,,,,,3385.0,1283.0,2480.0,,,,,,,,,,,,,,,,,,,,,675.0,526.0,,,,,,,,,,,
2022-10-07 11:00:00+02:00,412.0,364.0,3234.0,1912.0,367.0,836.0,163.0,1019.0,23090.0,5468.0,9165.0,274.0,1053.0,2509.0,244.0,252.0,413.0,117.0,191.0,8815.0,2224.0,165.0,2782.0,5202.0,1199.0,2690.0,2710.0,43.0,141.0,1574.0,14.0,147.0,60.0,712.0,5.0,1301.0,19.0,2524.0,3.0,599.0,3.0,635.0,0.0,1467.0,116.0,79.0,347.0,84.0,3686.0,1272.0,2428.0,0.0,,305.0,0.0,,1235.0,0.0,,1245.0,0.0,,534.0,0.0,,0.0,4983.0,1191.0,861.0,0.0,576.0,701.0,562.0,1.0,1214.0,6.0,2854.0,45.0,2772.0,106.0,1543.0,141.0,284.0,1.0
2022-10-07 11:15:00+02:00,452.0,420.0,,,,,,,24246.0,5460.0,9379.0,,,,,,,,,9236.0,2226.0,,,,,,,,,1604.0,17.0,,,,,,,,,,,,,,,,,,3927.0,1276.0,2447.0,,,,,,,,,,,,,,,,,,,,,703.0,563.0,,,,,,,,,,,
2022-10-07 11:30:00+02:00,480.0,472.0,,,,,,,25247.0,5452.0,9598.0,,,,,,,,,9561.0,2236.0,,,,,,,,,1622.0,19.0,,,,,,,,,,,,,,,,,,4167.0,1296.0,2529.0,,,,,,,,,,,,,,,,,,,,,704.0,564.0,,,,,,,,,,,
2022-10-07 11:45:00+02:00,496.0,528.0,,,,,,,26055.0,5486.0,9833.0,,,,,,,,,9803.0,2253.0,,,,,,,,,1631.0,21.0,,,,,,,,,,,,,,,,,,4410.0,1316.0,2612.0,,,,,,,,,,,,,,,,,,,,,706.0,564.0,,,,,,,,,,,
2022-10-07 12:00:00+02:00,516.0,584.0,3638.0,1929.0,408.0,844.0,202.0,1133.0,26753.0,5478.0,10072.0,349.0,1027.0,2624.0,275.0,265.0,445.0,118.0,187.0,10086.0,2271.0,153.0,2936.0,6816.0,1187.0,2742.0,2674.0,45.0,93.0,1630.0,23.0,154.0,52.0,713.0,2.0,1346.0,22.0,2914.0,2.0,645.0,10.0,661.0,5.0,1595.0,91.0,86.0,368.0,87.0,4648.0,1336.0,2693.0,0.0,,301.0,0.0,,1210.0,0.0,,1230.0,0.0,,529.0,0.0,,0.0,5269.0,1499.0,1041.0,0.0,453.0,694.0,637.0,1.0,1180.0,6.0,2996.0,55.0,2813.0,119.0,1597.0,145.0,278.0,1.0
2022-10-07 12:15:00+02:00,540.0,644.0,,,,,,,27294.0,5465.0,10317.0,,,,,,,,,10217.0,2296.0,,,,,,,,,1619.0,24.0,,,,,,,,,,,,,,,,,,4794.0,1355.0,2778.0,,,,,,,,,,,,,,,,,,,,,693.0,638.0,,,,,,,,,,,
2022-10-07 12:30:00+02:00,552.0,704.0,,,,,,,27653.0,5454.0,10556.0,,,,,,,,,10312.0,2324.0,,,,,,,,,1598.0,25.0,,,,,,,,,,,,,,,,,,4938.0,1373.0,2862.0,,,,,,,,,,,,,,,,,,,,,693.0,639.0,,,,,,,,,,,
2022-10-07 12:45:00+02:00,552.0,760.0,,,,,,,27838.0,5446.0,10761.0,,,,,,,,,10378.0,2352.0,,,,,,,,,1572.0,26.0,,,,,,,,,,,,,,,,,,5082.0,1391.0,2949.0,,,,,,,,,,,,,,,,,,,,,690.0,640.0,,,,,,,,,,,
2022-10-07 13:00:00+02:00,552.0,812.0,3685.0,1998.0,452.0,770.0,231.0,1132.0,27913.0,5423.0,10950.0,364.0,1033.0,2536.0,271.0,265.0,448.0,101.0,186.0,10455.0,2381.0,121.0,2868.0,7678.0,1176.0,2605.0,2630.0,42.0,73.0,1541.0,27.0,147.0,48.0,703.0,1.0,1324.0,15.0,2960.0,2.0,656.0,19.0,650.0,22.0,1475.0,74.0,92.0,370.0,85.0,5229.0,1409.0,3033.0,0.0,,301.0,0.0,,1169.0,0.0,,1260.0,0.0,,516.0,0.0,,0.0,4945.0,1613.0,1118.0,0.0,366.0,636.0,730.0,1.0,1070.0,6.0,3157.0,59.0,2821.0,121.0,1619.0,140.0,258.0,1.0
2022-10-07 13:15:00+02:00,560.0,856.0,,,,,,,27804.0,5410.0,11123.0,,,,,,,,,10483.0,2410.0,,,,,,,,,1504.0,27.0,,,,,,,,,,,,,,,,,,5272.0,1423.0,3119.0,,,,,,,,,,,,,,,,,,,,,632.0,731.0,,,,,,,,,,,
2022-10-07 13:30:00+02:00,556.0,900.0,,,,,,,27514.0,5397.0,11277.0,,,,,,,,,10499.0,2437.0,,,,,,,,,1462.0,27.0,,,,,,,,,,,,,,,,,,5316.0,1435.0,3208.0,,,,,,,,,,,,,,,,,,,,,628.0,731.0,,,,,,,,,,,
2022-10-07 13:45:00+02:00,540.0,940.0,,,,,,,27011.0,5386.0,11453.0,,,,,,,,,10502.0,2465.0,,,,,,,,,1414.0,27.0,,,,,,,,,,,,,,,,,,5359.0,1447.0,3294.0,,,,,,,,,,,,,,,,,,,,,622.0,732.0,,,,,,,,,,,
2022-10-07 14:00:00+02:00,528.0,972.0,3458.0,2072.0,481.0,624.0,255.0,1026.0,26387.0,5373.0,11656.0,303.0,1079.0,2554.0,228.0,248.0,454.0,73.0,186.0,10527.0,2491.0,79.0,2780.0,7794.0,1165.0,2262.0,2586.0,36.0,47.0,1359.0,27.0,135.0,43.0,659.0,1.0,1243.0,10.0,2723.0,2.0,635.0,25.0,564.0,51.0,1245.0,66.0,88.0,351.0,84.0,5405.0,1459.0,3381.0,0.0,,300.0,0.0,,1119.0,0.0,,1371.0,0.0,,520.0,0.0,,0.0,4208.0,1540.0,1121.0,0.0,283.0,518.0,819.0,1.0,983.0,6.0,3234.0,55.0,2826.0,101.0,1610.0,122.0,235.0,1.0
2022-10-07 14:15:00+02:00,520.0,992.0,,,,,,,25595.0,5359.0,11820.0,,,,,,,,,10496.0,2521.0,,,,,,,,,1297.0,26.0,,,,,,,,,,,,,,,,,,5057.0,1464.0,3410.0,,,,,,,,,,,,,,,,,,,,,513.0,819.0,,,,,,,,,,,
2022-10-07 14:30:00+02:00,500.0,1012.0,,,,,,,24607.0,5344.0,11920.0,,,,,,,,,10444.0,2554.0,,,,,,,,,1230.0,26.0,,,,,,,,,,,,,,,,,,4708.0,1462.0,3380.0,,,,,,,,,,,,,,,,,,,,,505.0,820.0,,,,,,,,,,,
2022-10-07 14:45:00+02:00,468.0,1036.0,,,,,,,23531.0,5331.0,11990.0,,,,,,,,,10372.0,2590.0,,,,,,,,,1157.0,26.0,,,,,,,,,,,,,,,,,,4360.0,1460.0,3350.0,,,,,,,,,,,,,,,,,,,,,497.0,820.0,,,,,,,,,,,
2022-10-07 15:00:00+02:00,440.0,1048.0,2963.0,2091.0,484.0,418.0,274.0,854.0,22381.0,5315.0,11965.0,216.0,1073.0,2562.0,161.0,230.0,441.0,43.0,190.0,10322.0,2623.0,44.0,2921.0,7134.0,1261.0,1696.0,2543.0,27.0,41.0,1080.0,27.0,114.0,35.0,564.0,1.0,1046.0,0.0,2222.0,1.0,574.0,32.0,483.0,77.0,981.0,69.0,71.0,319.0,75.0,4014.0,1458.0,3321.0,0.0,,305.0,0.0,,1000.0,0.0,,1464.0,0.0,,530.0,0.0,,0.0,3197.0,1430.0,1077.0,0.0,241.0,366.0,866.0,0.0,1002.0,4.0,3210.0,40.0,2824.0,68.0,1579.0,87.0,168.0,1.0
2022-10-07 15:15:00+02:00,420.0,1056.0,,,,,,,21137.0,5309.0,11889.0,,,,,,,,,10215.0,2666.0,,,,,,,,,999.0,28.0,,,,,,,,,,,,,,,,,,3880.0,1456.0,3292.0,,,,,,,,,,,,,,,,,,,,,352.0,866.0,,,,,,,,,,,
2022-10-07 15:30:00+02:00,388.0,1060.0,,,,,,,19679.0,5305.0,11812.0,,,,,,,,,10090.0,2714.0,,,,,,,,,913.0,29.0,,,,,,,,,,,,,,,,,,3746.0,1451.0,3262.0,,,,,,,,,,,,,,,,,,,,,341.0,867.0,,,,,,,,,,,
2022-10-07 15:45:00+02:00,352.0,1068.0,,,,,,,18096.0,5301.0,11695.0,,,,,,,,,9941.0,2768.0,,,,,,,,,820.0,30.0,,,,,,,,,,,,,,,,,,3612.0,1447.0,3235.0,,,,,,,,,,,,,,,,,,,,,330.0,867.0,,,,,,,,,,,
2022-10-07 16:00:00+02:00,296.0,1064.0,2189.0,2102.0,471.0,188.0,285.0,509.0,16404.0,5297.0,11568.0,126.0,1059.0,2559.0,87.0,229.0,420.0,16.0,190.0,9868.0,2815.0,16.0,3242.0,5800.0,1358.0,905.0,2482.0,16.0,39.0,716.0,31.0,71.0,27.0,430.0,1.0,701.0,17.0,1472.0,0.0,484.0,39.0,388.0,81.0,618.0,64.0,39.0,282.0,68.0,3480.0,1443.0,3204.0,0.0,,310.0,0.0,,902.0,0.0,,1536.0,0.0,,589.0,0.0,,0.0,1893.0,1285.0,976.0,1.0,232.0,187.0,845.0,0.0,1116.0,2.0,3185.0,19.0,2828.0,34.0,1528.0,47.0,80.0,1.0
2022-10-07 16:15:00+02:00,244.0,1048.0,,,,,,,14536.0,5303.0,11327.0,,,,,,,,,9640.0,2883.0,,,,,,,,,598.0,32.0,,,,,,,,,,,,,,,,,,3274.0,1441.0,3173.0,,,,,,,,,,,,,,,,,,,,,176.0,843.0,,,,,,,,,,,
2022-10-07 16:30:00+02:00,232.0,1036.0,,,,,,,12597.0,5304.0,11089.0,,,,,,,,,9357.0,2961.0,,,,,,,,,476.0,32.0,,,,,,,,,,,,,,,,,,3070.0,1440.0,3142.0,,,,,,,,,,,,,,,,,,,,,165.0,842.0,,,,,,,,,,,
2022-10-07 16:45:00+02:00,252.0,1020.0,,,,,,,10607.0,5301.0,10786.0,,,,,,,,,9007.0,3047.0,,,,,,,,,362.0,33.0,,,,,,,,,,,,,,,,,,2867.0,1439.0,3111.0,,,,,,,,,,,,,,,,,,,,,155.0,840.0,,,,,,,,,,,
2022-10-07 17:00:00+02:00,156.0,1020.0,1228.0,2120.0,438.0,15.0,296.0,179.0,8629.0,5300.0,10482.0,53.0,1056.0,2596.0,37.0,237.0,412.0,2.0,202.0,8832.0,3132.0,0.0,3370.0,4053.0,1454.0,204.0,2383.0,6.0,37.0,265.0,34.0,28.0,18.0,195.0,1.0,352.0,22.0,680.0,0.0,299.0,43.0,195.0,82.0,261.0,70.0,2.0,260.0,69.0,2662.0,1439.0,3080.0,0.0,,319.0,0.0,,764.0,0.0,,1521.0,0.0,,607.0,0.0,,0.0,555.0,1288.0,773.0,2.0,270.0,40.0,762.0,0.0,1165.0,0.0,3136.0,3.0,2818.0,9.0,1487.0,12.0,23.0,1.0
2022-10-07 17:15:00+02:00,128.0,1028.0,,,,,,,6676.0,5298.0,10298.0,,,,,,,,,8292.0,3233.0,,,,,,,,,180.0,35.0,,,,,,,,,,,,,,,,,,2522.0,1446.0,3077.0,,,,,,,,,,,,,,,,,,,,,34.0,760.0,,,,,,,,,,,
2022-10-07 17:30:00+02:00,100.0,1036.0,,,,,,,4842.0,5296.0,10111.0,,,,,,,,,7645.0,3341.0,,,,,,,,,106.0,37.0,,,,,,,,,,,,,,,,,,2382.0,1462.0,3102.0,,,,,,,,,,,,,,,,,,,,,31.0,759.0,,,,,,,,,,,
2022-10-07 17:45:00+02:00,80.0,1044.0,,,,,,,3165.0,5302.0,10012.0,,,,,,,,,6898.0,3455.0,,,,,,,,,48.0,39.0,,,,,,,,,,,,,,,,,,2240.0,1478.0,3127.0,,,,,,,,,,,,,,,,,,,,,28.0,758.0,,,,,,,,,,,
2022-10-07 18:00:00+02:00,64.0,1068.0,279.0,2137.0,451.0,0.0,324.0,17.0,1888.0,5301.0,9948.0,7.0,1063.0,2526.0,5.0,257.0,400.0,0.0,213.0,6438.0,3573.0,0.0,3460.0,1816.0,1582.0,0.0,2301.0,1.0,36.0,10.0,41.0,1.0,11.0,25.0,1.0,51.0,10.0,99.0,0.0,70.0,32.0,20.0,80.0,17.0,89.0,0.0,280.0,68.0,2100.0,1494.0,3150.0,0.0,,322.0,0.0,,724.0,0.0,,1388.0,0.0,,631.0,0.0,,0.0,3.0,1600.0,455.0,3.0,323.0,3.0,678.0,0.0,1160.0,0.0,3140.0,0.0,2796.0,0.0,1480.0,1.0,0.0,1.0
2022-10-07 18:15:00+02:00,32.0,1108.0,,,,,,,984.0,5307.0,10199.0,,,,,,,,,5456.0,3700.0,,,,,,,,,0.0,43.0,,,,,,,,,,,,,,,,,,1637.0,1503.0,3173.0,,,,,,,,,,,,,,,,,,,,,3.0,677.0,,,,,,,,,,,
2022-10-07 18:30:00+02:00,4.0,1152.0,,,,,,,467.0,5312.0,10443.0,,,,,,,,,4409.0,3832.0,,,,,,,,,0.0,45.0,,,,,,,,,,,,,,,,,,1172.0,1505.0,3191.0,,,,,,,,,,,,,,,,,,,,,3.0,676.0,,,,,,,,,,,
2022-10-07 18:45:00+02:00,0.0,1192.0,,,,,,,139.0,5318.0,10719.0,,,,,,,,,3364.0,3966.0,,,,,,,,,0.0,47.0,,,,,,,,,,,,,,,,,,711.0,1506.0,3209.0,,,,,,,,,,,,,,,,,,,,,3.0,675.0,,,,,,,,,,,
2022-10-07 19:00:00+02:00,0.0,1228.0,1.0,2150.0,519.0,0.0,325.0,0.0,0.0,5320.0,11026.0,0.0,1059.0,2187.0,0.0,255.0,365.0,0.0,227.0,2489.0,4125.0,0.0,3516.0,232.0,1710.0,0.0,2274.0,0.0,33.0,0.0,48.0,0.0,6.0,0.0,1.0,0.0,7.0,0.0,1.0,0.0,19.0,0.0,65.0,0.0,120.0,0.0,326.0,66.0,245.0,1508.0,3229.0,0.0,,326.0,0.0,,604.0,0.0,,1248.0,0.0,,661.0,0.0,,0.0,0.0,2033.0,111.0,4.0,376.0,1.0,599.0,0.0,1179.0,0.0,3159.0,0.0,2764.0,0.0,1503.0,0.0,0.0,1.0
2022-10-07 19:15:00+02:00,0.0,1264.0,,,,,,,0.0,5322.0,11379.0,,,,,,,,,1659.0,4243.0,,,,,,,,,0.0,50.0,,,,,,,,,,,,,,,,,,184.0,1509.0,3241.0,,,,,,,,,,,,,,,,,,,,,1.0,599.0,,,,,,,,,,,
2022-10-07 19:30:00+02:00,0.0,1304.0,,,,,,,0.0,5321.0,11794.0,,,,,,,,,1053.0,4347.0,,,,,,,,,0.0,51.0,,,,,,,,,,,,,,,,,,122.0,1511.0,3252.0,,,,,,,,,,,,,,,,,,,,,1.0,598.0,,,,,,,,,,,
2022-10-07 19:45:00+02:00,0.0,1340.0,,,,,,,0.0,5321.0,12162.0,,,,,,,,,647.0,4439.0,,,,,,,,,0.0,52.0,,,,,,,,,,,,,,,,,,61.0,1512.0,3262.0,,,,,,,,,,,,,,,,,,,,,1.0,597.0,,,,,,,,,,,
2022-10-07 20:00:00+02:00,0.0,1364.0,0.0,2155.0,608.0,0.0,311.0,0.0,0.0,5320.0,12476.0,0.0,1030.0,1865.0,0.0,268.0,364.0,0.0,237.0,322.0,4530.0,0.0,3612.0,0.0,1838.0,0.0,2276.0,0.0,33.0,0.0,53.0,0.0,8.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,4.0,0.0,39.0,0.0,86.0,0.0,369.0,71.0,0.0,1514.0,3274.0,0.0,,323.0,0.0,,485.0,0.0,,1255.0,0.0,,655.0,0.0,,0.0,0.0,2366.0,0.0,5.0,479.0,1.0,548.0,0.0,1210.0,0.0,3102.0,0.0,2723.0,0.0,1530.0,0.0,0.0,1.0
2022-10-07 20:15:00+02:00,0.0,1376.0,,,,,,,0.0,5324.0,12783.0,,,,,,,,,242.0,4613.0,,,,,,,,,0.0,53.0,,,,,,,,,,,,,,,,,,0.0,1515.0,3300.0,,,,,,,,,,,,,,,,,,,,,1.0,548.0,,,,,,,,,,,
2022-10-07 20:30:00+02:00,0.0,1388.0,,,,,,,0.0,5327.0,13135.0,,,,,,,,,194.0,4698.0,,,,,,,,,0.0,54.0,,,,,,,,,,,,,,,,,,0.0,1517.0,3337.0,,,,,,,,,,,,,,,,,,,,,1.0,548.0,,,,,,,,,,,
2022-10-07 20:45:00+02:00,0.0,1400.0,,,,,,,0.0,5331.0,13516.0,,,,,,,,,172.0,4783.0,,,,,,,,,0.0,54.0,,,,,,,,,,,,,,,,,,0.0,1518.0,3372.0,,,,,,,,,,,,,,,,,,,,,1.0,548.0,,,,,,,,,,,
2022-10-07 21:00:00+02:00,0.0,1404.0,0.0,2157.0,678.0,0.0,335.0,0.0,0.0,5339.0,13899.0,0.0,916.0,1628.0,0.0,273.0,382.0,0.0,239.0,157.0,4876.0,0.0,3627.0,0.0,2233.0,0.0,2290.0,0.0,28.0,0.0,54.0,0.0,12.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,3.0,0.0,29.0,0.0,52.0,0.0,389.0,75.0,0.0,1519.0,3412.0,0.0,,316.0,0.0,,386.0,0.0,,1427.0,0.0,,619.0,0.0,,0.0,0.0,2574.0,0.0,7.0,502.0,1.0,529.0,0.0,1188.0,0.0,2945.0,0.0,2671.0,0.0,1550.0,0.0,0.0,1.0
2022-10-07 21:15:00+02:00,0.0,1392.0,,,,,,,0.0,5334.0,14275.0,,,,,,,,,164.0,4960.0,,,,,,,,,0.0,55.0,,,,,,,,,,,,,,,,,,0.0,1521.0,3446.0,,,,,,,,,,,,,,,,,,,,,1.0,529.0,,,,,,,,,,,
2022-10-07 21:30:00+02:00,0.0,1384.0,,,,,,,0.0,5333.0,14655.0,,,,,,,,,174.0,5041.0,,,,,,,,,0.0,55.0,,,,,,,,,,,,,,,,,,0.0,1522.0,3479.0,,,,,,,,,,,,,,,,,,,,,1.0,529.0,,,,,,,,,,,
2022-10-07 21:45:00+02:00,0.0,1376.0,,,,,,,0.0,5326.0,15032.0,,,,,,,,,182.0,5119.0,,,,,,,,,0.0,55.0,,,,,,,,,,,,,,,,,,0.0,1524.0,3512.0,,,,,,,,,,,,,,,,,,,,,1.0,529.0,,,,,,,,,,,
2022-10-07 22:00:00+02:00,0.0,1360.0,0.0,2155.0,715.0,0.0,363.0,0.0,0.0,5356.0,15078.0,0.0,925.0,1493.0,0.0,280.0,416.0,0.0,240.0,206.0,5203.0,0.0,3565.0,0.0,2627.0,0.0,2277.0,0.0,23.0,0.0,55.0,0.0,12.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,6.0,0.0,24.0,0.0,35.0,0.0,393.0,77.0,0.0,1526.0,3545.0,0.0,,311.0,0.0,,329.0,0.0,,1504.0,0.0,,573.0,0.0,,0.0,0.0,2677.0,0.0,8.0,519.0,1.0,573.0,0.0,1156.0,0.0,2790.0,0.0,2605.0,0.0,1577.0,0.0,0.0,1.0
2022-10-07 22:15:00+02:00,0.0,1340.0,,,,,,,0.0,5331.0,15396.0,,,,,,,,,200.0,5274.0,,,,,,,,,0.0,55.0,,,,,,,,,,,,,,,,,,0.0,1528.0,3572.0,,,,,,,,,,,,,,,,,,,,,1.0,573.0,,,,,,,,,,,
2022-10-07 22:30:00+02:00,0.0,1316.0,,,,,,,0.0,5308.0,15716.0,,,,,,,,,183.0,5341.0,,,,,,,,,0.0,55.0,,,,,,,,,,,,,,,,,,0.0,1531.0,3596.0,,,,,,,,,,,,,,,,,,,,,1.0,574.0,,,,,,,,,,,
2022-10-07 22:45:00+02:00,0.0,1296.0,,,,,,,0.0,5279.0,16022.0,,,,,,,,,159.0,5405.0,,,,,,,,,0.0,55.0,,,,,,,,,,,,,,,,,,0.0,1534.0,3620.0,,,,,,,,,,,,,,,,,,,,,1.0,574.0,,,,,,,,,,,
2022-10-07 23:00:00+02:00,0.0,1272.0,0.0,2127.0,728.0,0.0,353.0,0.0,0.0,5251.0,16321.0,0.0,916.0,1292.0,0.0,286.0,431.0,0.0,229.0,123.0,5471.0,0.0,3446.0,0.0,3022.0,0.0,2230.0,0.0,24.0,0.0,55.0,0.0,12.0,0.0,0.0,0.0,12.0,0.0,1.0,0.0,5.0,0.0,26.0,0.0,31.0,0.0,382.0,69.0,0.0,1538.0,3642.0,0.0,,306.0,0.0,,295.0,0.0,,1545.0,0.0,,544.0,0.0,,0.0,0.0,2700.0,0.0,7.0,496.0,1.0,664.0,0.0,1162.0,0.0,2635.0,0.0,2508.0,0.0,1591.0,0.0,0.0,1.0
2022-10-07 23:15:00+02:00,0.0,1248.0,,,,,,,0.0,5223.0,16485.0,,,,,,,,,108.0,5533.0,,,,,,,,,0.0,55.0,,,,,,,,,,,,,,,,,,0.0,1538.0,3623.0,,,,,,,,,,,,,,,,,,,,,1.0,665.0,,,,,,,,,,,
2022-10-07 23:30:00+02:00,0.0,1220.0,,,,,,,0.0,5192.0,16644.0,,,,,,,,,103.0,5593.0,,,,,,,,,0.0,55.0,,,,,,,,,,,,,,,,,,0.0,1534.0,3566.0,,,,,,,,,,,,,,,,,,,,,1.0,667.0,,,,,,,,,,,
